"","LoanAmount","City","State","Zip","NAICSCode","BusinessType","RaceEthnicity","Gender","Veteran","NonProfit","JobsReported","DateApproved","Lender","CD"
"8024",23100,"PITTSBURGH","PA",15206,NA,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",3,"05/03/2020","PNC Bank, National Association","PA-18"
"8025",23100,"PITTSBURGH","PA",15217,238210,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",4,"04/09/2020","KeyBank National Association","PA-18"
"8026",23100,"BRIDGEVILLE","PA",15017,812112,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",46,"05/01/2020","First Commonwealth Bank","PA-18"
"8027",23097,"WARRENDALE","PA",15086,551112,"Limited Liability Partnership","Unanswered","Unanswered","Unanswered","",2,"04/08/2020","S & T Bank","PA-17"
"8028",23087.5,"PITTSBURGH","PA",15235,813110,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",4,"04/15/2020","S & T Bank","PA-17"
"8029",23087,"GLENSHAW","PA",15116,812990,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",2,"04/15/2020","First National Bank of Pennsylvania","PA-17"
"8030",23082,"MARS","PA",16046,524210,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"07/29/2020","WesBanco Bank, Inc.","PA-16"
"8031",23067,"Pittsburgh","PA",15220,453998,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",8,"05/02/2020","Cross River Bank","PA-18"
"8032",23060,"PITTSBURGH","PA",15213,722513,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",6,"04/28/2020","S & T Bank","PA-18"
"8033",23019,"Wexford","PA",15090,999990,"Limited Liability Partnership","Unanswered","Unanswered","Unanswered","",1,"04/28/2020","Northwest Bank","PA-17"
"8034",23015,"PITTSBURGH","PA",15136,561720,"Limited  Liability Company(LLC)","Unanswered","Female Owned","Non-Veteran","",7,"04/28/2020","WesBanco Bank, Inc.","PA-17"
"8035",23014,"Carnegie","PA",15106,238220,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",2,"05/15/2020","Northwest Bank","PA-17"
"8036",23002.5,"PITTSBURGH","PA",15241,541191,"Corporation","Unanswered","Unanswered","Unanswered","",1,"04/28/2020","WesBanco Bank, Inc.","PA-18"
"8037",23000,"PITTSBURGH","PA",15216,812112,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",2,"04/28/2020","WesBanco Bank, Inc.","PA-17"
"8038",23000,"PITTSBURGH","PA",15241,561499,"Corporation","Unanswered","Unanswered","Unanswered","",0,"04/16/2020","First National Bank of Pennsylvania","PA-18"
"8039",23000,"PITTSBURGH","PA",15202,541330,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",3,"06/24/2020","KeyBank National Association","PA-18"
"8040",23000,"WEXFORD","PA",15090,541990,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",3,"04/11/2020","Dollar Bank, A Federal Savings Bank","PA-17"
"8041",23000,"WEXFORD","PA",15090,812112,"Corporation","Unanswered","Female Owned","Unanswered","",6,"04/13/2020","First National Bank of Pennsylvania","PA-17"
"8042",23000,"MONROEVILLE","PA",15146,531120,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",2,"04/05/2020","Enterprise Bank","PA-18"
"8043",23000,"MC KEES ROCKS","PA",15136,812320,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",0,"04/14/2020","First National Bank of Pennsylvania","PA-17"
"8044",23000,"PITTSBURGH","PA",15221,541110,"Corporation","Unanswered","Unanswered","Unanswered","",2,"05/03/2020","PNC Bank, National Association","PA-18"
"8045",23000,"Coraopolis","PA",15108,238210,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"04/15/2020","Citizens Bank, National Association","PA-17"
"8046",23000,"Pittsburgh","PA",15238,236118,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",0,"05/03/2020","Citizens Bank, National Association","PA-18"
"8047",22987,"PITTSBURGH","PA",15201,NA,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",13,"05/03/2020","Bank of America, National Association","PA-18"
"8048",22967,"PITTSBURGH","PA",15201,453110,"Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran","",8,"04/27/2020","The Huntington National Bank","PA-18"
"8049",22925,"CORAOPOLIS","PA",15108,541110,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",2,"04/11/2020","KeyBank National Association","PA-17"
"8050",22923,"Bridgeville","PA",15017,238220,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"05/21/2020","Northwest Bank","PA-18"
"8051",22912,"PITTSBURGH","PA",15219,511210,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",3,"04/11/2020","KeyBank National Association","PA-18"
"8052",22900,"GLENSHAW","PA",15116,621111,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",6,"05/04/2020","Dollar Bank, A Federal Savings Bank","PA-17"
"8053",22900,"PITTSBURGH","PA",15216,561439,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",3,"04/15/2020","PNC Bank, National Association","PA-17"
"8054",22900,"McDonald","PA",15057,238220,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"04/30/2020","Citizens Bank, National Association","PA-18"
"8055",22900,"OAKDALE","PA",15071,451110,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",9,"05/03/2020","PNC Bank, National Association","PA-17"
"8056",22900,"FINLEYVILLE","PA",15332,621210,"Corporation","Unanswered","Unanswered","Unanswered","",6,"05/03/2020","PNC Bank, National Association","PA-14"
"8057",22900,"PITTSBURGH","PA",15234,551112,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran","",3,"05/03/2020","PNC Bank, National Association","PA-17"
"8058",22900,"CORAOPOLIS","PA",15108,621210,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",4,"05/03/2020","PNC Bank, National Association","PA-17"
"8059",22900,"PITTSBURGH","PA",15226,561720,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran","",3,"05/03/2020","PNC Bank, National Association","PA-18"
"8060",22900,"Pittsburgh","PA",15205,722513,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",NA,"04/15/2020","Citizens Bank, National Association","PA-17"
"8061",22900,"PITTSBURGH","PA",15235,524210,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"05/19/2020","Itria Ventures LLC","PA-17"
"8062",22900,"Pittsburgh","PA",15241,531210,"Partnership","Unanswered","Unanswered","Unanswered","",0,"05/03/2020","Citizens Bank, National Association","PA-18"
"8063",22900,"Monroeville","PA",15146,813110,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",12,"04/28/2020","PNC Bank, National Association","PA-18"
"8064",22900,"pgh","PA",15205,999990,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",0,"05/03/2020","Citizens Bank, National Association","PA-17"
"8065",22897,"PITTSBURGH","PA",15237,488210,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"05/01/2020","JPMorgan Chase Bank, National Association","PA-17"
"8066",22844,"CORAOPOLIS","PA",15108,812210,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",9,"04/11/2020","KeyBank National Association","PA-17"
"8067",22804,"Pittsburgh","PA",15237,722513,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran","",0,"04/29/2020","Signature Bank","PA-17"
"8068",22800,"TARENTUM","PA",15084,561499,"Corporation","Unanswered","Unanswered","Unanswered","",0,"04/29/2020","First National Bank of Pennsylvania","PA-17"
"8069",22800,"PITTSBURGH","PA",15237,812112,"Corporation","Unanswered","Unanswered","Unanswered","",5,"04/27/2020","WesBanco Bank, Inc.","PA-17"
"8070",22800,"PITTSBURGH","PA",15243,541110,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"05/11/2020","Dollar Bank, A Federal Savings Bank","PA-17"
"8071",22800,"DUQUESNE","PA",15110,488410,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",5,"05/03/2020","PNC Bank, National Association","PA-18"
"8072",22800,"Pittsburgh","PA",15235,812220,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",0,"05/03/2020","Citizens Bank, National Association","PA-17"
"8073",22792,"PITTSBURGH","PA",15228,531210,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",3,"04/28/2020","Community Bank","PA-17"
"8074",22765,"PITTSBURGH","PA",15237,524210,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",2,"04/15/2020","SSB Bank","PA-17"
"8075",22755,"PITTSBURGH","PA",15243,238220,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",4,"08/05/2020","KeyBank National Association","PA-17"
"8076",22750.3,"PITTSBURGH","PA",15220,812930,"Corporation","Unanswered","Unanswered","Unanswered","",8,"04/09/2020","S & T Bank","PA-18"
"8077",22750,"PITTSBURGH","PA",15221,722320,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",7,"08/08/2020","MBE Capital Partners","PA-18"
"8078",22743,"PITTSBURGH","PA",15220,236118,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",0,"04/29/2020","First National Bank of Pennsylvania","PA-18"
"8079",22742,"PITTSBURGH","PA",15204,722511,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",15,"07/20/2020","WesBanco Bank, Inc.","PA-18"
"8080",22727,"Oakmont","PA",15139,812210,"Corporation","Unanswered","Male Owned","Non-Veteran","",NA,"04/30/2020","Citizens Bank, National Association","PA-17"
"8081",22722,"BETHEL PARK","PA",15102,541219,"Sole Proprietorship","White","Male Owned","Non-Veteran","",4,"04/30/2020","The Huntington National Bank","PA-18"
"8082",22702,"BADEN","PA",15005,813110,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",3,"04/27/2020","WesBanco Bank, Inc.","PA-17"
"8083",22701,"Pittsburgh","PA",15228,722513,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",9,"05/03/2020","Celtic Bank Corporation","PA-17"
"8084",22700,"Pittsburgh","PA",15212,445120,"Corporation","Unanswered","Unanswered","Unanswered","",NA,"04/16/2020","Citizens Bank, National Association","PA-18"
"8085",22700,"MCKEES ROCKS","PA",15136,812112,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",5,"07/15/2020","Dollar Bank, A Federal Savings Bank","PA-17"
"8086",22700,"PITTSBURGH","PA",15243,561990,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"04/14/2020","PNC Bank, National Association","PA-17"
"8087",22700,"PITTSBURGH","PA",15236,236118,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",3,"05/03/2020","PNC Bank, National Association","PA-18"
"8088",22700,"PITTSBURGH","PA",15219,541110,"Sole Proprietorship","White","Female Owned","Non-Veteran","",0,"05/01/2020","Standard Bank, PaSB","PA-18"
"8089",22700,"pittsburgh","PA",15237,NA,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",0,"05/03/2020","Citizens Bank, National Association","PA-17"
"8090",22690,"PITTSBURGH","PA",15235,541430,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",2,"04/11/2020","KeyBank National Association","PA-17"
"8091",22679.2,"MONONGAHELA","PA",15063,238220,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",2,"05/13/2020","KeyBank National Association","PA-18"
"8092",22671,"ALLISON PARK","PA",15101,812112,"Limited  Liability Company(LLC)","White","Female Owned","Non-Veteran","",4,"07/23/2020","The Huntington National Bank","PA-17"
"8093",22670,"MARS","PA",16046,236220,"Corporation","Unanswered","Male Owned","Unanswered","",2,"04/16/2020","First National Bank of Pennsylvania","PA-16"
"8094",22665,"PITTSBURGH","PA",15237,541214,"Corporation","Unanswered","Unanswered","Unanswered","",3,"04/27/2020","WesBanco Bank, Inc.","PA-17"
"8095",22637,"PITTSBURGH","PA",15212,623110,"Limited  Liability Company(LLC)","White","Female Owned","Non-Veteran","",5,"04/13/2020","The Huntington National Bank","PA-18"
"8096",22635,"PITTSBURGH","PA",15235,425120,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",2,"04/28/2020","KeyBank National Association","PA-17"
"8097",22635,"GIBSONIA","PA",15044,811111,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",3,"04/15/2020","SSB Bank","PA-17"
"8098",22633,"BETHEL PARK","PA",15102,722511,"Subchapter S Corporation","White","Male Owned","Unanswered","",12,"04/30/2020","Community Bank","PA-18"
"8099",22613,"PITTSBURGH","PA",15233,423730,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"05/11/2020","Citizens Bank, National Association","PA-18"
"8100",22612.5,"Pittsburgh","PA",15205,812112,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",4,"05/07/2020","Clearview FCU","PA-17"
"8101",22600,"Clinton","PA",15026,484121,"Corporation","Unanswered","Unanswered","Unanswered","",NA,"04/15/2020","Citizens Bank, National Association","PA-17"
"8102",22600,"PITTSBURGH","PA",15236,423120,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",NA,"04/15/2020","Citizens Bank, National Association","PA-18"
"8103",22600,"Pittsburgh","PA",15217,621111,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",NA,"04/15/2020","Citizens Bank, National Association","PA-18"
"8104",22600,"monroeville","PA",15146,524210,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",NA,"04/29/2020","Citizens Bank, National Association","PA-18"
"8105",22600,"Pittsburgh","PA",15219,541110,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"04/30/2020","Citizens Bank, National Association","PA-18"
"8106",22600,"Pittsburgh","PA",15232,423440,"Limited Liability Partnership","Unanswered","Unanswered","Unanswered","",1,"04/30/2020","First Commonwealth Bank","PA-18"
"8107",22600,"SOUTH PARK","PA",15129,713940,"Corporation","Unanswered","Unanswered","Unanswered","",16,"04/14/2020","PNC Bank, National Association","PA-18"
"8108",22600,"PITTSBURGH","PA",15222,NA,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"05/03/2020","PNC Bank, National Association","PA-18"
"8109",22600,"SEWICKLEY","PA",15143,541611,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran","",1,"05/03/2020","PNC Bank, National Association","PA-17"
"8110",22600,"PITTSBURGH","PA",15222,541618,"Limited  Liability Company(LLC)","White","Female Owned","Non-Veteran","",4,"04/08/2020","The Huntington National Bank","PA-18"
"8111",22600,"HOMESTEAD","PA",15120,236118,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",2,"04/15/2020","PNC Bank, National Association","PA-18"
"8112",22600,"PITTSBURGH","PA",15206,813920,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",4,"04/28/2020","PNC Bank, National Association","PA-18"
"8113",22586.45,"GLENSHAW","PA",15116,445310,"Corporation","Unanswered","Unanswered","Unanswered","",5,"04/28/2020","S & T Bank","PA-17"
"8114",22526,"PITTSBURGH","PA",15236,561730,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",4,"04/10/2020","First National Bank of Pennsylvania","PA-18"
"8115",22510,"MC KEES ROCKS","PA",15136,561499,"Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran","",8,"04/06/2020","The Huntington National Bank","PA-17"
"8116",22500,"BRIDGEVILLE","PA",15017,522310,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",5,"04/15/2020","PNC Bank, National Association","PA-18"
"8117",22500,"McKnight","PA",15237,561730,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",NA,"04/15/2020","Citizens Bank, National Association","PA-17"
"8118",22500,"JEFFERSON HILLS","PA",15025,713990,"Limited Liability Partnership","Unanswered","Unanswered","Unanswered","",15,"04/15/2020","PNC Bank, National Association","PA-18"
"8119",22500,"WHITE OAK","PA",15131,621111,"Corporation","Unanswered","Unanswered","Unanswered","",4,"04/16/2020","First Commonwealth Bank","PA-18"
"8120",22500,"BETHEL PARK","PA",15102,445120,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",4,"04/13/2020","KeyBank National Association","PA-18"
"8121",22500,"Pittsburgh","PA",15215,236115,"Corporation","Unanswered","Unanswered","Unanswered","",3,"04/29/2020","WebBank","PA-17"
"8122",22500,"PITTSBURGH","PA",15222,531390,"Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran","",2,"04/04/2020","Enterprise Bank","PA-18"
"8123",22500,"PITTSBURGH","PA",15217,334310,"Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran","",1,"04/13/2020","The Huntington National Bank","PA-18"
"8124",22500,"PITTSBURGH","PA",15236,561499,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",0,"04/13/2020","First National Bank of Pennsylvania","PA-18"
"8125",22500,"PITTSBURGH","PA",15237,812113,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",5,"05/03/2020","PNC Bank, National Association","PA-17"
"8126",22500,"SEVEN FIELDS","PA",16046,561110,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",1,"05/03/2020","PNC Bank, National Association","PA-16"
"8127",22500,"BETHEL PARK","PA",15102,332618,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",2,"05/03/2020","PNC Bank, National Association","PA-18"
"8128",22500,"PITTSBURGH","PA",15213,813110,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",3,"04/14/2020","Dollar Bank, A Federal Savings Bank","PA-18"
"8129",22500,"HOMESTEAD","PA",15120,523910,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",6,"05/03/2020","PNC Bank, National Association","PA-18"
"8130",22500,"PITTSBURGH","PA",15237,423610,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",2,"04/14/2020","PNC Bank, National Association","PA-17"
